"","City","Date","Precip","Weather","Dewpoint","Pressure","Visibility","Windspeed","MaxSpeed","TempMax","TempMin"
"749","ATLANTA 2.3 NE, GA US",2022-01-18,0,"sun",26.3,1020.8,10,7.2,14,55.9,30
"750","ATLANTA 2.3 NE, GA US",2022-01-19,0,"sun",30.2,1022.6,10,3.7,9.9,62.1,30
"751","ATLANTA 2.3 NE, GA US",2022-01-20,0.23,"rain",39.1,1018.8,8,8.9,15.9,62.1,35.1
"752","ATLANTA 2.3 NE, GA US",2022-01-21,0.08,"rain",30.3,1024.2,6.3,8.9,15,37.9,30.2
"753","ATLANTA 2.3 NE, GA US",2022-01-22,0,"sun",28.4,1026.6,7.5,5.8,9.9,45,30.9
"754","ATLANTA 2.3 NE, GA US",2022-01-23,0,"sun",22.4,1020.7,10,6.5,11.1,51.1,26.1
"755","ATLANTA 2.3 NE, GA US",2022-01-24,0,"sun",25.1,1014.7,10,7,11.1,60.1,26.1
"756","ATLANTA 2.3 NE, GA US",2022-01-25,0,"sun",33.9,1014.7,10,5.5,8,60.1,33.1
"757","ATLANTA 2.3 NE, GA US",2022-01-26,0,"sun",26.6,1021.9,10,9.2,15.9,60.1,30
"758","ATLANTA 2.3 NE, GA US",2022-01-27,0,"sun",19.6,1026.3,10,7.3,13,54,30
"759","ATLANTA 2.3 NE, GA US",2022-01-28,0,"sun",24.6,1019.8,10,5.7,20,54,33.1
"760","ATLANTA 2.3 NE, GA US",2022-01-29,0.01,"drizzle",13.3,1020.8,9.9,13.8,21,52,26.1
"761","ATLANTA 2.3 NE, GA US",2022-01-30,0,"sun",11.7,1020.1,10,7.1,14,57.9,26.1
"762","ATLANTA 2.3 NE, GA US",2022-01-31,0,"sun",24.7,1019.8,10,4.6,8.9,59,26.1
"763","ATLANTA 2.3 NE, GA US",2022-02-01,0,"sun",24.4,1024.1,9.9,6.6,11.1,60.1,34
"764","ATLANTA 2.3 NE, GA US",2022-02-02,0,"sun",35.5,1023.4,9.9,10.6,15,60.1,34
"765","ATLANTA 2.3 NE, GA US",2022-02-03,0.12,"rain",50.1,1018.5,5.6,8.4,13,64,44.1
"766","ATLANTA 2.3 NE, GA US",2022-02-04,2.16,"rain",52.7,1017.8,7.3,9.5,19,66.9,39.9
"767","ATLANTA 2.3 NE, GA US",2022-02-05,0.03,"rain",22.6,1027.3,10,13.1,21,45,28.9
"768","ATLANTA 2.3 NE, GA US",2022-02-06,0,"sun",19.8,1027.9,10,8.1,15,51.1,28.9
"769","ATLANTA 2.3 NE, GA US",2022-02-07,0,"sun",27.5,1022.8,10,7.4,11.1,51.1,30.9
"770","ATLANTA 2.3 NE, GA US",2022-02-08,0,"sun",26.3,1021.4,10,8.1,14,55,35.1
"771","ATLANTA 2.3 NE, GA US",2022-02-09,0,"sun",26.4,1019.4,10,5.2,13,62.1,33.1
"772","ATLANTA 2.3 NE, GA US",2022-02-10,0,"sun",26.9,1018.2,10,5.9,15,68,33.1
"773","ATLANTA 2.3 NE, GA US",2022-02-11,0,"sun",28.7,1017.4,10,6.2,13,68,39.9
"774","ATLANTA 2.3 NE, GA US",2022-02-12,0,"sun",36.7,1018.2,10,4.9,9.9,70,43
"775","ATLANTA 2.3 NE, GA US",2022-02-13,0,"sun",23.9,1019.5,10,13.3,21,70,37
"776","ATLANTA 2.3 NE, GA US",2022-02-14,0,"sun",16.9,1025.1,10,7.7,13,57.9,30
"777","ATLANTA 2.3 NE, GA US",2022-02-15,0,"sun",25.5,1030.8,10,4.2,8,63,30
"778","ATLANTA 2.3 NE, GA US",2022-02-16,0,"sun",36.4,1030.7,10,7.7,13,71.1,37
"779","ATLANTA 2.3 NE, GA US",2022-02-17,0,"sun",53,1021.6,8.6,9.2,17.1,71.1,43
"780","ATLANTA 2.3 NE, GA US",2022-02-18,1.07,"rain",46,1016.6,9.1,13,22.9,71.1,39
"781","ATLANTA 2.3 NE, GA US",2022-02-19,0,"sun",22,1024.8,10,10.9,17.1,63,30
"782","ATLANTA 2.3 NE, GA US",2022-02-20,0,"sun",21.3,1028.5,10,5.9,12,61,30
"783","ATLANTA 2.3 NE, GA US",2022-02-21,0,"sun",37.2,1026.1,9,5.3,8,61,34
"784","ATLANTA 2.3 NE, GA US",2022-02-22,0.84,"rain",55,1023.7,5.5,6.3,11.1,72,43
"785","ATLANTA 2.3 NE, GA US",2022-02-23,0.02,"rain",59.6,1021.3,9.4,7.4,11.1,75,54
"786","ATLANTA 2.3 NE, GA US",2022-02-24,0.29,"rain",59.6,1020.8,9.4,5.5,8.9,78.1,62.1
"787","ATLANTA 2.3 NE, GA US",2022-02-25,0,"sun",55,1022.1,9.5,8.1,22,78.1,55.9
"788","ATLANTA 2.3 NE, GA US",2022-02-26,0,"sun",34.3,1026.9,10,8,15,64.9,37.9
"789","ATLANTA 2.3 NE, GA US",2022-02-27,0,"sun",43.3,1022.5,7.5,5.7,11.1,64,37.9
"790","ATLANTA 2.3 NE, GA US",2022-02-28,0.2,"rain",40.8,1021.3,9.3,6.4,9.9,64,45
"791","ATLANTA 2.3 NE, GA US",2022-03-01,0,"sun",31.3,1021.1,10,4.8,8.9,69.1,42.1
"792","ATLANTA 2.3 NE, GA US",2022-03-02,0,"sun",30,1020.5,10,6.5,14,78.1,42.1
"793","ATLANTA 2.3 NE, GA US",2022-03-03,0,"sun",31.4,1020.5,10,6.6,9.9,80.1,46.9
"794","ATLANTA 2.3 NE, GA US",2022-03-04,0,"sun",35.2,1023.6,9.7,6.2,13,80.1,51.1
"795","ATLANTA 2.3 NE, GA US",2022-03-05,0,"sun",45.9,1025.9,9.3,8,12,78.1,51.1
"796","ATLANTA 2.3 NE, GA US",2022-03-06,0,"sun",54,1024.4,10,6.7,11.1,80.1,51.1
"797","ATLANTA 2.3 NE, GA US",2022-03-07,0,"sun",57.3,1018.5,9.1,7.8,15.9,80.1,57.9
"798","ATLANTA 2.3 NE, GA US",2022-03-08,0.21,"rain",46.8,1017.9,8.6,6.2,11.1,59,46
"799","ATLANTA 2.3 NE, GA US",2022-03-09,2.03,"rain",50.1,1012.6,4.5,6.7,12,57,46
"800","ATLANTA 2.3 NE, GA US",2022-03-10,0.07,"rain",44.1,1015.2,10,5.6,13,68,46
"801","ATLANTA 2.3 NE, GA US",2022-03-11,0,"sun",48.3,1016.3,4.8,8,13,68,46
"802","ATLANTA 2.3 NE, GA US",2022-03-12,0.55,"rain",31.9,1014.6,7.2,17.1,33,59,30.9
"803","ATLANTA 2.3 NE, GA US",2022-03-13,0,"sun",8.7,1028.8,10,6.8,15.9,55,25
"804","ATLANTA 2.3 NE, GA US",2022-03-14,0,"sun",20.8,1029.3,10,3.8,9.9,66,25
"805","ATLANTA 2.3 NE, GA US",2022-03-15,0,"sun",40.5,1025.1,9.6,5.6,13,68,37
"806","ATLANTA 2.3 NE, GA US",2022-03-16,0.67,"rain",54.3,1016.9,6.4,10.3,15,68,48
"807","ATLANTA 2.3 NE, GA US",2022-03-17,0.62,"rain",50.8,1015,7,5.2,8.9,73.9,48.2
"808","ATLANTA 2.3 NE, GA US",2022-03-18,0.02,"rain",51.1,1015,9,5,29.9,73.9,48.9
"809","ATLANTA 2.3 NE, GA US",2022-03-19,0.74,"rain",50.9,1014.8,8.3,9.5,14,66.9,53.1
"810","ATLANTA 2.3 NE, GA US",2022-03-20,0,"sun",33.8,1021.9,10,10.5,18.1,69.1,41
"811","ATLANTA 2.3 NE, GA US",2022-03-21,0,"sun",29.6,1024.3,10,5.9,9.9,73,41
"812","ATLANTA 2.3 NE, GA US",2022-03-22,0,"sun",41.2,1018.9,10,8.3,21,75.9,44.1
"813","ATLANTA 2.3 NE, GA US",2022-03-23,0.26,"rain",58.3,1009.2,8.8,12.5,18.1,77,51.1
"814","ATLANTA 2.3 NE, GA US",2022-03-24,0.12,"rain",39.4,1012.2,10,8.9,15,77,46
"815","ATLANTA 2.3 NE, GA US",2022-03-25,0,"sun",32.8,1012.6,10,9.1,20,68,46
"816","ATLANTA 2.3 NE, GA US",2022-03-26,0,"sun",31.3,1013.7,10,13,25.1,64.9,46
"817","ATLANTA 2.3 NE, GA US",2022-03-27,0,"sun",19.3,1016.1,10,11.9,17.1,64.9,43
"818","ATLANTA 2.3 NE, GA US",2022-03-28,0,"sun",22.9,1019.3,9.9,8.9,14,66.9,42.1
"819","ATLANTA 2.3 NE, GA US",2022-03-29,0,"sun",31.5,1020.5,9.8,5.8,9.9,75,42.1
"820","ATLANTA 2.3 NE, GA US",2022-03-30,0,"sun",48.8,1015.3,9.8,8.9,19,82.9,51.1
"821","ATLANTA 2.3 NE, GA US",2022-03-31,0.94,"rain",53.8,1006,9.6,13.5,20,82.9,55
"822","ATLANTA 2.3 NE, GA US",2022-04-01,0,"sun",37,1013.5,10,8.9,14,73,48
"823","ATLANTA 2.3 NE, GA US",2022-04-02,0,"sun",34.5,1017.6,10,5.8,9.9,69.1,48
"824","ATLANTA 2.3 NE, GA US",2022-04-03,0,"sun",36,1015.5,10,8.6,14,70,48
"825","ATLANTA 2.3 NE, GA US",2022-04-04,0,"sun",29.5,1015.4,10,5.7,9.9,75.9,48
"826","ATLANTA 2.3 NE, GA US",2022-04-05,0,"sun",46.5,1009.7,8.1,5.4,15,75.9,48
"827","ATLANTA 2.3 NE, GA US",2022-04-06,2.57,"rain",61.7,1006.7,5.1,5.9,17.1,73,54
"828","ATLANTA 2.3 NE, GA US",2022-04-07,0.85,"rain",47.9,1006.5,9.5,10.7,15.9,73,54
"829","ATLANTA 2.3 NE, GA US",2022-04-08,0.01,"rain",31.8,1010.2,10,10.9,18.1,70,46
"830","ATLANTA 2.3 NE, GA US",2022-04-09,0,"sun",29.5,1014.5,10,10.9,19,59,41
"831","ATLANTA 2.3 NE, GA US",2022-04-10,0,"sun",30.5,1018.4,10,3.8,8.9,73.9,37.9
"832","ATLANTA 2.3 NE, GA US",2022-04-11,0,"sun",42.2,1019.4,10,5.3,9.9,73.9,37.9
"833","ATLANTA 2.3 NE, GA US",2022-04-12,0,"sun",50.3,1019.9,10,5.3,11.1,82,50
"834","ATLANTA 2.3 NE, GA US",2022-04-13,0,"sun",56.5,1017.2,9.9,7.1,15,82,57
"835","ATLANTA 2.3 NE, GA US",2022-04-14,0.08,"rain",56.5,1014.4,10,8.8,14,77,63
"836","ATLANTA 2.3 NE, GA US",2022-04-15,0,"sun",34.8,1020,10,7.6,15,77,48
"837","ATLANTA 2.3 NE, GA US",2022-04-16,1.05,"rain",54.1,1017,9.2,5.6,11.1,77,48
"838","ATLANTA 2.3 NE, GA US",2022-04-17,0,"sun",59.9,1015.6,8,3.5,8.9,73,59
"839","ATLANTA 2.3 NE, GA US",2022-04-18,0.02,"rain",58.3,1013.4,9.9,9.1,20,73,57.9
"840","ATLANTA 2.3 NE, GA US",2022-04-19,0.01,"drizzle",31.2,1021.2,10,11.3,18.1,73,42.1
"841","ATLANTA 2.3 NE, GA US",2022-04-20,0,"sun",32.4,1025.2,10,7.1,12,72,42.1
"842","ATLANTA 2.3 NE, GA US",2022-04-21,0,"sun",49.3,1027.9,9.8,6.9,9.9,75.9,45
"843","ATLANTA 2.3 NE, GA US",2022-04-22,0,"sun",53.4,1028.5,10,2.7,6,82,55
"844","ATLANTA 2.3 NE, GA US",2022-04-23,0,"sun",53.4,1024.7,10,6.4,13,82,57.9
"845","ATLANTA 2.3 NE, GA US",2022-04-24,0,"sun",55,1022.1,10,5.3,8.9,81,60.1
"846","ATLANTA 2.3 NE, GA US",2022-04-25,0,"sun",56.7,1020.1,10,5.4,8.9,84,60.1
"847","ATLANTA 2.3 NE, GA US",2022-04-26,0,"sun",58.6,1019.6,9.9,6.1,15.9,84,62.1
"848","ATLANTA 2.3 NE, GA US",2022-04-27,0.06,"rain",38.6,1021,10,7.6,11.1,77,46.9
"849","ATLANTA 2.3 NE, GA US",2022-04-28,0,"sun",39.1,1020.1,10,6.3,11.1,78.1,46.9
"850","ATLANTA 2.3 NE, GA US",2022-04-29,0,"sun",45.4,1018.9,9.7,5,13,80.1,53.1
"851","ATLANTA 2.3 NE, GA US",2022-04-30,0,"sun",53.5,1017.4,10,6.9,9.9,81,57
"852","ATLANTA 2.3 NE, GA US",2022-05-01,0,"sun",61.3,1017,9.6,7.2,14,81,59
"853","ATLANTA 2.3 NE, GA US",2022-05-02,0,"sun",62.4,1017.4,10,5.8,8.9,86,64.9
"854","ATLANTA 2.3 NE, GA US",2022-05-03,0,"sun",60.7,1016.8,10,5.7,12,86,64.9
"855","ATLANTA 2.3 NE, GA US",2022-05-04,0.27,"rain",63.1,1016.5,9.6,6.1,21,87.1,64
"856","ATLANTA 2.3 NE, GA US",2022-05-05,0.39,"rain",63.4,1015.8,10,5.4,12,87.1,64
"857","ATLANTA 2.3 NE, GA US",2022-05-06,0,"sun",62.2,1008.9,9.7,9.3,22,87.1,66.9
"858","ATLANTA 2.3 NE, GA US",2022-05-07,0.09,"rain",52.1,1006.3,10,12.4,18.1,80.1,60.1
"859","ATLANTA 2.3 NE, GA US",2022-05-08,0,"sun",52.4,1011.3,9.5,7.7,13,69.1,53.6
"860","ATLANTA 2.3 NE, GA US",2022-05-09,0,"sun",50,1018.7,10,7.5,15,73,53.1
"861","ATLANTA 2.3 NE, GA US",2022-05-10,0,"sun",47.5,1022.5,10,5.4,11.1,82,53.1
"862","ATLANTA 2.3 NE, GA US",2022-05-11,0,"sun",50.2,1021.4,10,5.4,9.9,84,57
"863","ATLANTA 2.3 NE, GA US",2022-05-12,0,"sun",54.6,1018.2,10,7.7,13,84.9,60.1
"864","ATLANTA 2.3 NE, GA US",2022-05-13,0,"sun",58,1016.4,9.8,9.6,13,84.9,64
"865","ATLANTA 2.3 NE, GA US",2022-05-14,0,"sun",59.7,1015.5,9.4,4.3,11.1,82,63
"866","ATLANTA 2.3 NE, GA US",2022-05-15,0,"sun",61.1,1013.7,10,4.9,19,86,63
"867","ATLANTA 2.3 NE, GA US",2022-05-16,0,"sun",61.7,1011.2,10,6.6,17.1,87.1,66
"868","ATLANTA 2.3 NE, GA US",2022-05-17,0,"sun",50.8,1014.8,10,6.4,13,87.1,60.1
"869","ATLANTA 2.3 NE, GA US",2022-05-18,0,"sun",51,1015.9,10,4.9,12,88,60.1
"870","ATLANTA 2.3 NE, GA US",2022-05-19,0,"sun",63.2,1012.2,10,7.4,13,90,63
"871","ATLANTA 2.3 NE, GA US",2022-05-20,0,"sun",64.2,1012.8,10,7.2,15,90,69.1
"872","ATLANTA 2.3 NE, GA US",2022-05-21,0,"sun",64.8,1018.1,10,6,11.1,89.1,69.1
"873","ATLANTA 2.3 NE, GA US",2022-05-22,0,"sun",63.5,1021,10,6.9,13,89.1,70
"874","ATLANTA 2.3 NE, GA US",2022-05-23,0.27,"rain",64.6,1018.5,8.9,9.3,19,88,68
"875","ATLANTA 2.3 NE, GA US",2022-05-24,0,"sun",66,1017.5,9.9,3.6,7,84,68
"876","ATLANTA 2.3 NE, GA US",2022-05-25,0.84,"rain",64.5,1018.8,9.3,10,22,84,68
"877","ATLANTA 2.3 NE, GA US",2022-05-26,0.21,"rain",66.9,1017.1,9.6,7.9,18.1,80.1,68
"878","ATLANTA 2.3 NE, GA US",2022-05-27,0.12,"rain",62,1012.5,10,9.3,15.9,82,66
"879","ATLANTA 2.3 NE, GA US",2022-05-28,0,"sun",56.2,1012.9,10,6.4,9.9,82,60.1
"880","ATLANTA 2.3 NE, GA US",2022-05-29,0,"sun",58.1,1014.6,10,5.8,9.9,86,60.1
"881","ATLANTA 2.3 NE, GA US",2022-05-30,0,"sun",63.1,1016.9,10,5.2,19,89.1,68
"882","ATLANTA 2.3 NE, GA US",2022-05-31,0.02,"rain",64.4,1019,9.6,5.8,19,89.1,66.9
"883","ATLANTA 2.3 NE, GA US",2022-06-01,0,"sun",63.9,1016.9,10,3.9,9.9,91.9,66.9
"884","ATLANTA 2.3 NE, GA US",2022-06-02,0,"sun",65.3,1012.2,10,5,17.1,91.9,70
"885","ATLANTA 2.3 NE, GA US",2022-06-03,0.09,"rain",64.8,1010.6,10,7.2,13,91.9,68
"886","ATLANTA 2.3 NE, GA US",2022-06-04,0,"sun",59.7,1010.9,10,9.6,15,86,68
"887","ATLANTA 2.3 NE, GA US",2022-06-05,0,"sun",56.7,1010.8,10,8.3,12,86,68
"888","ATLANTA 2.3 NE, GA US",2022-06-06,0,"sun",60.5,1013,9.5,6.6,22,86,68
"889","ATLANTA 2.3 NE, GA US",2022-06-07,1.27,"rain",66.7,1014.4,9.8,5.8,8,86,68
"890","ATLANTA 2.3 NE, GA US",2022-06-08,0.84,"rain",67.4,1014.2,9.7,5.5,19,84.9,69.1
"891","ATLANTA 2.3 NE, GA US",2022-06-09,0.09,"rain",68.1,1012.8,10,7.6,31.1,84.9,68
"892","ATLANTA 2.3 NE, GA US",2022-06-10,0.01,"rain",58.7,1013.1,10,6.1,9.9,84.9,64
"893","ATLANTA 2.3 NE, GA US",2022-06-11,0,"sun",61.7,1011.8,10,3.3,8,88,64
"894","ATLANTA 2.3 NE, GA US",2022-06-12,0,"sun",66.7,1012.5,10,3.7,8.9,91.9,70
"895","ATLANTA 2.3 NE, GA US",2022-06-13,0,"sun",70.2,1015.5,10,5.3,12,95,73
"896","ATLANTA 2.3 NE, GA US",2022-06-14,0,"sun",72.8,1016.5,10,6.1,13,95,73.9
"897","ATLANTA 2.3 NE, GA US",2022-06-15,0,"sun",71.3,1016.7,10,6.7,11.1,99,75
"898","ATLANTA 2.3 NE, GA US",2022-06-16,0,"sun",68.8,1019.1,10,5,8.9,99,75
"899","ATLANTA 2.3 NE, GA US",2022-06-17,0.27,"rain",70.6,1017.5,10,7.4,26,97,75.9
"900","ATLANTA 2.3 NE, GA US",2022-06-18,0.04,"rain",64.9,1013.7,10,9.9,15.9,96.1,72
"901","ATLANTA 2.3 NE, GA US",2022-06-19,0,"sun",49,1017.3,10,9.1,15.9,93,68
"902","ATLANTA 2.3 NE, GA US",2022-06-20,0,"sun",52.1,1021.3,10,4,8,91.9,66.9
"903","ATLANTA 2.3 NE, GA US",2022-06-21,0,"sun",59.8,1021.6,10,5.4,12,95,66.9
"904","ATLANTA 2.3 NE, GA US",2022-06-22,0,"sun",62.5,1017.8,10,7.2,13,98.1,70
"905","ATLANTA 2.3 NE, GA US",2022-06-23,0,"sun",66.7,1012,9.9,8.5,14,98.1,72
"906","ATLANTA 2.3 NE, GA US",2022-06-24,0,"sun",66.8,1012.6,9.9,8.2,11.1,98.1,75.9
"907","ATLANTA 2.3 NE, GA US",2022-06-25,0,"sun",66.4,1016.9,10,7.4,13,93,73.9
"908","ATLANTA 2.3 NE, GA US",2022-06-26,0,"sun",63.8,1018.8,10,3.7,8.9,93,73.9
"909","ATLANTA 2.3 NE, GA US",2022-06-27,0,"sun",67.2,1018.2,9.5,4.8,14,91.9,71.1
"910","ATLANTA 2.3 NE, GA US",2022-06-28,0.34,"rain",69.7,1018.8,9.8,5.9,11.1,91,71.1
"911","ATLANTA 2.3 NE, GA US",2022-06-29,0.06,"rain",70.5,1021.8,7.3,4.7,13,87.1,71.6
"912","ATLANTA 2.3 NE, GA US",2022-06-30,0.59,"rain",69,1021.6,9.9,5.1,11.1,90,71.6
"913","ATLANTA 2.3 NE, GA US",2022-07-01,0.15,"rain",69.8,1019.2,10,3.5,9.9,90,72
"914","ATLANTA 2.3 NE, GA US",2022-07-02,0,"sun",70.1,1017,9.4,3.3,8,91,72
"915","ATLANTA 2.3 NE, GA US",2022-07-03,0,"sun",71,1017.1,10,5.5,13,91.9,72
"916","ATLANTA 2.3 NE, GA US",2022-07-04,0.68,"rain",72.6,1018.5,8,4.2,9.9,93,73
"917","ATLANTA 2.3 NE, GA US",2022-07-05,1.13,"rain",72.2,1017.6,8.8,3.6,13,93,73
"918","ATLANTA 2.3 NE, GA US",2022-07-06,0,"sun",73.1,1015.9,9.7,4.7,9.9,93.9,73
"919","ATLANTA 2.3 NE, GA US",2022-07-07,0,"sun",73,1015.4,10,6.4,13,93.9,75.9
"920","ATLANTA 2.3 NE, GA US",2022-07-08,0.12,"rain",72.9,1016.1,10,5.7,12,93.9,75.9
"921","ATLANTA 2.3 NE, GA US",2022-07-09,1.1,"rain",71.9,1016,9.5,6.3,19,86,73.4
"922","ATLANTA 2.3 NE, GA US",2022-07-10,0.3,"rain",72.1,1013.1,9.5,6.4,11.1,88,72
"923","ATLANTA 2.3 NE, GA US",2022-07-11,0.01,"rain",69.2,1013.7,9.5,9.4,15.9,87.1,72
"924","ATLANTA 2.3 NE, GA US",2022-07-12,0,"sun",69.6,1014.2,10,4.3,11.1,88,72
"925","ATLANTA 2.3 NE, GA US",2022-07-13,0,"sun",71.8,1015.3,9.8,5.7,20,91,73
"926","ATLANTA 2.3 NE, GA US",2022-07-14,0.18,"rain",68,1017.9,10,5.6,8.9,91,73
"927","ATLANTA 2.3 NE, GA US",2022-07-15,0,"sun",64.9,1019.2,10,3.7,7,91,71.1
"928","ATLANTA 2.3 NE, GA US",2022-07-16,0,"sun",67.5,1018.2,10,3.8,9.9,91,71.1
"929","ATLANTA 2.3 NE, GA US",2022-07-17,0,"sun",68.4,1017,10,4.8,8,90,71.1
"930","ATLANTA 2.3 NE, GA US",2022-07-18,0,"sun",67.9,1015.5,10,6.5,13,93,73
"931","ATLANTA 2.3 NE, GA US",2022-07-19,0.7,"rain",70.1,1015.5,9.2,5.1,17.1,93,69.1
"932","ATLANTA 2.3 NE, GA US",2022-07-20,0.99,"rain",72.2,1014.3,9.4,6.2,8.9,91.9,69.1
"933","ATLANTA 2.3 NE, GA US",2022-07-21,0.18,"rain",71.7,1013.2,9.3,6.5,14,88,72
"934","ATLANTA 2.3 NE, GA US",2022-07-22,1.01,"rain",69.9,1016.1,9.9,4.6,11.1,90,71.1
"935","ATLANTA 2.3 NE, GA US",2022-07-23,0.62,"rain",69.8,1019.5,9.6,3.8,28,91.4,71.1
"936","ATLANTA 2.3 NE, GA US",2022-07-24,0,"sun",69.6,1019.6,10,3.2,7,93,71.1
"937","ATLANTA 2.3 NE, GA US",2022-07-25,0,"sun",70.7,1018.6,10,5.5,11.1,93,73.9
"938","ATLANTA 2.3 NE, GA US",2022-07-26,0.01,"rain",71.1,1019.1,10,6,11.1,91.9,73.9
"939","ATLANTA 2.3 NE, GA US",2022-07-27,0,"sun",69.8,1018.7,10,6.2,11.1,93,73.9
"940","ATLANTA 2.3 NE, GA US",2022-07-28,0,"sun",70.6,1017.3,10,6.6,13,93,73.9
"941","ATLANTA 2.3 NE, GA US",2022-07-29,0,"sun",71.1,1017.1,10,7,17.1,93.9,75
"942","ATLANTA 2.3 NE, GA US",2022-07-30,1.49,"rain",72.3,1019.4,10,3.8,12,93.9,75
"943","ATLANTA 2.3 NE, GA US",2022-07-31,0.49,"rain",69.4,1021.4,10,6.7,12,91.9,71.1
"944","ATLANTA 2.3 NE, GA US",2022-08-01,0,"sun",68.6,1020.8,10,5.9,12,91.9,71.1
"945","ATLANTA 2.3 NE, GA US",2022-08-02,0.01,"rain",70.9,1018.2,10,5.9,8,91.9,73
"946","ATLANTA 2.3 NE, GA US",2022-08-03,0,"sun",70.5,1016.5,10,5.1,11.1,91.9,73
"947","ATLANTA 2.3 NE, GA US",2022-08-04,0,"sun",69.3,1018.5,9.6,6,19,91,71.1
"948","ATLANTA 2.3 NE, GA US",2022-08-05,0.31,"rain",71.6,1020,10,4.1,13,91,70
"949","ATLANTA 2.3 NE, GA US",2022-08-06,0.53,"rain",71.7,1021.4,9.6,5.3,8,91,73
"950","ATLANTA 2.3 NE, GA US",2022-08-07,1.37,"rain",69.9,1022.1,9.4,4.4,20,91,71.1
"951","ATLANTA 2.3 NE, GA US",2022-08-08,0,"sun",69.3,1020.3,10,4.1,14,91.4,72
"952","ATLANTA 2.3 NE, GA US",2022-08-09,0.01,"rain",70.3,1019.6,9.9,4.7,14,91,72
"953","ATLANTA 2.3 NE, GA US",2022-08-10,0.07,"rain",70.3,1020.8,9.7,4.8,15,90,71.1
"954","ATLANTA 2.3 NE, GA US",2022-08-11,0.61,"rain",69.4,1018.9,9.6,3.9,19,87.1,71.1
"955","ATLANTA 2.3 NE, GA US",2022-08-12,0.6,"rain",69.5,1016.2,9.8,6.4,12,89.1,71.1
"956","ATLANTA 2.3 NE, GA US",2022-08-13,0,"sun",65.8,1016.9,10,7.9,14,89.1,71.1
"957","ATLANTA 2.3 NE, GA US",2022-08-14,0,"sun",65.1,1016.8,10,4.1,8.9,89.1,70
"958","ATLANTA 2.3 NE, GA US",2022-08-15,0,"sun",67.2,1013.2,10,6.6,11.1,91,70
"959","ATLANTA 2.3 NE, GA US",2022-08-16,0.18,"rain",68.1,1012,9.8,6.8,15,91,71.1
"960","ATLANTA 2.3 NE, GA US",2022-08-17,0,"sun",66.7,1014,9.3,6.1,9.9,88,70
"961","ATLANTA 2.3 NE, GA US",2022-08-18,0.84,"rain",66.7,1014.3,9.5,6.1,18.1,82,66.9
"962","ATLANTA 2.3 NE, GA US",2022-08-19,0.03,"rain",69.7,1015.6,7.4,4.8,8,81,68
"963","ATLANTA 2.3 NE, GA US",2022-08-20,0.06,"rain",71.3,1018.9,9.1,4.1,8.9,86,71.6
"964","ATLANTA 2.3 NE, GA US",2022-08-21,0.38,"rain",70.5,1018.1,8,5.3,15.9,86,70
"965","ATLANTA 2.3 NE, GA US",2022-08-22,0.05,"rain",71,1015.8,9.8,6.1,9.9,86,70
"966","ATLANTA 2.3 NE, GA US",2022-08-23,0.39,"rain",69.5,1014.2,9.4,6,8,87.1,72
"967","ATLANTA 2.3 NE, GA US",2022-08-24,0,"sun",69.6,1015.7,9.7,4.8,14,87.1,72
"968","ATLANTA 2.3 NE, GA US",2022-08-25,0.27,"rain",70.2,1017.7,8.5,2.9,8,84,70
"969","ATLANTA 2.3 NE, GA US",2022-08-26,0.09,"rain",70.4,1017,9.7,2.9,7,88,70
"970","ATLANTA 2.3 NE, GA US",2022-08-27,0,"sun",72,1015.1,9.9,3.6,8.9,90,72
"971","ATLANTA 2.3 NE, GA US",2022-08-28,0.26,"rain",71,1015.4,10,4.8,8,90,73
"972","ATLANTA 2.3 NE, GA US",2022-08-29,0,"sun",69.8,1016.9,10,5.1,8.9,90,73
"973","ATLANTA 2.3 NE, GA US",2022-08-30,0,"sun",70.8,1015.9,7.9,4.8,22,91,72
"974","ATLANTA 2.3 NE, GA US",2022-08-31,0.84,"rain",69.1,1015.3,8.3,6.5,9.9,91,72
"975","ATLANTA 2.3 NE, GA US",2022-09-01,0,"sun",63.8,1015.2,10,5,8,91,69.1
"976","ATLANTA 2.3 NE, GA US",2022-09-02,0,"sun",69.8,1017.5,9.5,6,14,91,69.1
"977","ATLANTA 2.3 NE, GA US",2022-09-03,0.28,"rain",70.2,1019.4,10,6.5,8.9,88,72
"978","ATLANTA 2.3 NE, GA US",2022-09-04,0,"sun",71.2,1017.3,9.4,6.3,9.9,88,72
"979","ATLANTA 2.3 NE, GA US",2022-09-05,0.86,"rain",71.5,1015.3,7.1,6.4,11.1,86,72
"980","ATLANTA 2.3 NE, GA US",2022-09-06,0.22,"rain",70.7,1016.6,10,4.6,8,86,71.1
"981","ATLANTA 2.3 NE, GA US",2022-09-07,0,"sun",68.9,1014.7,10,7.1,11.1,87.1,71.1
"982","ATLANTA 2.3 NE, GA US",2022-09-08,0,"sun",67,1010.4,10,7.6,14,87.1,71.1
"983","ATLANTA 2.3 NE, GA US",2022-09-09,0,"sun",66.2,1011.3,10,11,19,84.9,71.1
"984","ATLANTA 2.3 NE, GA US",2022-09-10,0.04,"rain",66.8,1015.7,6.3,9.9,13,75,66.2
"985","ATLANTA 2.3 NE, GA US",2022-09-11,0.05,"rain",70.2,1017.8,5,5.6,8.9,82,66.9
